-2007	8.8	 8	1	0	1	38	38	      3	          0	   0	      0	          0	          0	      57.85	          0	          0	      42.15	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	      57.85	          0	          0	      42.15	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_33        
-2007	8.8	 8	1	0	1	40	40	      8	          0	   0	      0	          0	          0	          0	          0	      19.73	      53.44	       7.71	       7.02	          0	          0	          0	          0	          0	      12.09	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	      19.73	      53.44	       7.71	       7.02	          0	          0	          0	          0	          0	      12.09	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_34        
-2007	8.8	 8	1	0	1	42	42	     11	          0	   0	      0	          0	          0	          0	          0	      11.39	      20.19	      42.31	       26.1	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	      11.39	      20.19	      42.31	       26.1	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_35        
-2007	8.8	 8	1	0	1	44	44	9.54013	          0	   0	      0	          0	          0	          0	          0	          0	       27.1	          0	      35.09	      16.61	       9.37	      11.82	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	       27.1	          0	      35.09	      16.61	       9.37	      11.82	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_36        
-2007	8.8	 8	1	0	1	46	46	      2	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      53.18	          0	      46.82	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      53.18	          0	      46.82	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_37        
-2007	8.8	 8	1	0	1	48	48	      7	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	       9.99	      25.71	       7.87	      27.42	      17.71	          0	          0	          0	          0	          0	       11.3	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	       9.99	      25.71	       7.87	      27.42	      17.71	          0	          0	          0	          0	          0	       11.3	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_38        
-2008	8.8	 8	1	0	1	38	38	      2	          0	   0	      0	          0	          0	          0	          0	          0	      52.61	      47.39	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	      52.61	      47.39	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_39        
-2008	8.8	 8	1	0	1	42	42	      2	          0	   0	      0	          0	          0	          0	          0	          0	          0	      52.61	          0	          0	          0	          0	          0	      47.39	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	      52.61	          0	          0	          0	          0	          0	      47.39	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_40        
-2008	8.8	 8	1	0	1	46	46	      3	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      37.53	          0	          0	          0	      43.15	          0	          0	          0	          0	      19.31	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      37.53	          0	          0	          0	      43.15	          0	          0	          0	          0	      19.31	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_41        
-2009	8.8	 8	1	0	2	24	24	      1	          0	   0	      0	          0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_42        
-2009	8.8	 8	1	0	2	26	26	      2	          0	   0	      0	          0	          0	          0	      48.23	      51.77	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	      48.23	      51.77	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_43        
-2009	8.8	 8	1	0	2	28	28	      4	          0	   0	      0	          0	          0	      53.63	          0	          0	      46.37	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	      53.63	          0	          0	      46.37	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_44        
-2009	8.8	 8	1	0	2	30	30	      5	          0	   0	      0	          0	          0	      53.63	          0	      23.19	          0	          0	      23.19	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	      53.63	          0	      23.19	          0	          0	      23.19	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_45        
-2009	8.8	 8	1	0	2	32	32	      2	          0	   0	      0	          0	          0	          0	         50	         50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	         50	         50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_46        
-2009	8.8	 8	1	0	2	34	34	      6	          0	   0	      0	          0	          0	      24.06	          0	      12.03	      17.53	          0	      46.37	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	      24.06	          0	      12.03	      17.53	          0	      46.37	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_47        
-2009	8.8	 8	1	0	2	36	36	      2	          0	   0	      0	          0	          0	         50	          0	          0	         50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	         50	          0	          0	         50	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_48        
-2009	8.8	 8	1	0	2	38	38	      6	          0	   0	      0	          0	          0	          0	          0	      12.96	          0	      65.47	      21.57	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	      12.96	          0	      65.47	      21.57	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_49        
-2009	8.8	 8	1	0	2	40	40	      4	          0	   0	      0	          0	          0	          0	          0	          0	      11.75	      29.92	          0	      26.88	      31.45	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	      11.75	      29.92	          0	      26.88	      31.45	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_50        
-2009	8.8	 8	1	0	2	42	42	      8	          0	   0	      0	          0	          0	          0	          0	          0	          0	      37.45	      21.81	      18.86	      17.18	          0	          0	          0	        4.7	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	      37.45	      21.81	      18.86	      17.18	          0	          0	          0	        4.7	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_51        
-2009	8.8	 8	1	0	2	44	44	     11	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	       8.24	      25.17	      23.38	      12.19	        6.9	          0	          0	          0	          0	          0	          0	      13.39	          0	          0	      10.73	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	       8.24	      25.17	      23.38	      12.19	        6.9	          0	          0	          0	          0	          0	          0	      13.39	          0	          0	      10.73	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_52        
-2009	8.8	 8	1	0	2	46	46	     10	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      20.03	      25.45	      12.28	      10.97	          0	       6.87	      13.73	          0	      10.67	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      20.03	      25.45	      12.28	      10.97	          0	       6.87	      13.73	          0	      10.67	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_53        
-2009	8.8	 8	1	0	2	48	48	      9	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	       9.24	       9.24	          0	       8.27	       9.74	      45.95	        8.3	          0	          0	          0	          0	          0	          0	          0	       9.24	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	       9.24	       9.24	          0	       8.27	       9.74	      45.95	        8.3	          0	          0	          0	          0	          0	          0	          0	       9.24	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_54        
-2009	8.8	 8	1	0	2	50	50	      5	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      41.39	          0	      18.17	          0	          0	          0	      20.22	          0	      20.22	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      41.39	          0	      18.17	          0	          0	          0	      20.22	          0	      20.22	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_55        
-2010	8.8	 8	1	0	2	20	20	      1	          0	   0	    100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	    100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_56        
-2010	8.8	 8	1	0	2	22	22	      4	          0	   0	  75.03	          0	      24.97	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	  75.03	          0	      24.97	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_57        
-2010	8.8	 8	1	0	2	24	24	      1	          0	   0	      0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_58        
-2010	8.8	 8	1	0	2	36	36	      2	          0	   0	      0	          0	          0	          0	      76.81	      23.19	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	      76.81	      23.19	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_59        
-2010	8.8	 8	1	0	2	38	38	      3	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_60        
-2010	8.8	 8	1	0	2	40	40	     10	          0	   0	      0	          0	          0	          0	          0	          0	          0	      46.46	      28.23	      25.32	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	      46.46	      28.23	      25.32	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_61        
-2010	8.8	 8	1	0	2	42	42	     13	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	      10.59	      76.15	       0.95	      12.31	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	      10.59	      76.15	       0.95	      12.31	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_62        
-2010	8.8	 8	1	0	2	44	44	     17	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	       6.07	       3.42	      26.19	       31.2	      24.27	       4.42	          0	          0	       4.42	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	       6.07	       3.42	      26.19	       31.2	      24.27	       4.42	          0	          0	       4.42	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_63        
-2010	8.8	 8	1	0	2	46	46	     10	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	       7.91	      10.14	      12.02	      17.57	      26.18	          0	          0	          0	          0	      26.18	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	       7.91	      10.14	      12.02	      17.57	      26.18	          0	          0	          0	          0	      26.18	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_64        
-2010	8.8	 8	1	0	2	48	48	      4	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      32.57	      18.18	          0	      32.57	          0	      16.67	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      32.57	      18.18	          0	      32.57	          0	      16.67	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_65        
-2010	8.8	 8	1	0	2	50	50	      5	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	       19.3	       7.88	          0	       29.7	      43.12	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	       19.3	       7.88	          0	       29.7	      43.12	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_66        
-2011	8.8	 8	1	0	1	22	22	      1	          0	   0	      0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_67        
-2011	8.8	 8	1	0	1	30	30	      1	          0	   0	      0	          0	          0	          0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_68        
-2011	8.8	 8	1	0	1	32	32	      4	          0	   0	      0	          0	          0	          0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_69        
-2011	8.8	 8	1	0	1	34	34	      6	          0	   0	      0	          0	          0	       29.7	          0	      58.98	          0	      11.32	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	       29.7	          0	      58.98	          0	      11.32	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_70        
-2011	8.8	 8	1	0	1	36	36	      3	          0	   0	      0	          0	          0	          0	          0	      33.93	      54.75	      11.32	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	      33.93	      54.75	      11.32	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_71        
-2011	8.8	 8	1	0	1	38	38	      2	          0	   0	      0	          0	          0	          0	          0	          0	          0	      96.02	          0	       3.98	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	      96.02	          0	       3.98	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_72        
-2011	8.8	 8	1	0	1	40	40	      4	          0	   0	      0	          0	          0	          0	          0	          0	      62.57	          0	          0	      29.81	       7.62	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	      62.57	          0	          0	      29.81	       7.62	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_73        
-2011	8.8	 8	1	0	1	42	42	     12	          0	   0	      0	          0	          0	          0	          0	       0.66	          0	          0	      17.45	      23.71	       42.5	          0	      15.69	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	       0.66	          0	          0	      17.45	      23.71	       42.5	          0	      15.69	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_74        
-2011	8.8	 8	1	0	1	44	44	     12	          0	   0	      0	          0	          0	          0	          0	          0	          0	       1.05	      27.47	      46.55	       0.85	      24.08	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	       1.05	      27.47	      46.55	       0.85	      24.08	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_75        
-2011	8.8	 8	1	0	1	46	46	      7	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      10.33	      28.61	      32.46	          0	      28.61	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      10.33	      28.61	      32.46	          0	      28.61	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_76        
-2011	8.8	 8	1	0	1	48	48	     10	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      19.38	          0	       5.56	       0.75	      14.14	      21.28	       13.4	       5.56	          0	       13.4	          0	       6.54	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	      19.38	          0	       5.56	       0.75	      14.14	      21.28	       13.4	       5.56	          0	       13.4	          0	       6.54	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_77        
-2011	8.8	 8	1	0	1	50	50	      6	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	       3.06	      45.13	      23.98	          0	          0	          0	          0	          0	      23.98	          0	          0	          0	          0	       3.84	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	       3.06	      45.13	      23.98	          0	          0	          0	          0	          0	      23.98	          0	          0	          0	   0	       3.84	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_78        
-2012	8.8	 8	1	0	1	26	26	      3	          0	   0	      0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_79        
-2012	8.8	 8	1	0	1	28	28	      4	          0	   0	      0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	      0	          0	   0	          0	          0	   0	      0	          0	        100	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	   0	          0	          0	          0	          0	   0	    0	   0	   0	      0	   0	   0	   0	#_80        
